table,columns
aws_rds_db_instance,"{db_instance_identifier,arn,db_cluster_identifier,status,class,resource_id,allocated_storage,auto_minor_version_upgrade,availability_zone,backup_retention_period,ca_certificate_identifier,character_set_name,copy_tags_to_snapshot,customer_owned_ip_enabled,port,db_name,db_subnet_group_arn,db_subnet_group_description,db_subnet_group_name,db_subnet_group_status,deletion_protection,endpoint_address,endpoint_hosted_zone_id,endpoint_port,engine,engine_version,enhanced_monitoring_resource_arn,iam_database_authentication_enabled,create_time,iops,kms_key_id,latest_restorable_time,license_model,master_user_name,max_allocated_storage,monitoring_interval,monitoring_role_arn,multi_az,nchar_character_set_name,performance_insights_enabled,performance_insights_kms_key_id,performance_insights_retention_period,preferred_backup_window,preferred_maintenance_window,promotion_tier,publicly_accessible,read_replica_source_db_instance_identifier,replica_mode,secondary_availability_zone,storage_encrypted,storage_throughput,storage_type,tde_credential_arn,timezone,vpc_id,associated_roles,certificate,db_parameter_groups,db_security_groups,domain_memberships,enabled_cloudwatch_logs_exports,option_group_memberships,pending_maintenance_actions,processor_features,read_replica_db_cluster_identifiers,read_replica_db_instance_identifiers,pending_modified_values,status_infos,subnets,vpc_security_groups,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_cpu_utilization_hourly,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wafv2_rule_group,"{name,arn,id,scope,capacity,description,lock_token,rules,visibility_config,tags_src,title,tags,akas,region,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_cluster_parameter_group,"{name,arn,description,db_parameter_group_family,parameters,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_transfer_connector,"{connector_id,arn,url,access_role,logging_role,security_policy_name,service_managed_egress_ip_addresses,as2_config,sftp_config,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_launch_template,"{launch_template_name,launch_template_id,create_time,created_by,default_version_number,latest_version_number,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_eks_cluster,"{name,id,arn,client_request_token,created_at,version,endpoint,role_arn,encryption_config,resources_vpc_config,kubernetes_network_config,connector_config,access_config,outpost_config,logging,identity,status,certificate_authority,platform_version,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_redshift_event_subscription,"{cust_subscription_id,customer_aws_id,enabled,severity,sns_topic_arn,source_type,status,subscription_creation_time,event_categories_list,source_ids_list,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_cpu_utilization,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_organizations_organizational_unit,"{name,id,arn,parent_id,path,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_nat_gateway,"{nat_gateway_id,arn,nat_gateway_addresses,state,create_time,vpc_id,subnet_id,delete_time,failure_code,failure_message,provisioned_bandwidth,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_emr_block_public_access_configuration,"{block_public_security_group_rules,classification,created_by_arn,creation_date,permitted_public_security_group_rule_ranges,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codebuild_build,"{arn,id,build_batch_arn,build_complete,build_number,build_status,current_phase,encryption_key,end_time,initiator,project_name,queued_timeout_in_minutes,source_version,start_time,timeout_in_minutes,resolved_source_version,service_role,artifacts,cache,debug_session,environment,exported_environment_variables,file_system_locations,logs,network_interfaces,phases,report_arns,secondary_artifacts,secondary_source_versions,secondary_sources,source,vpc_config,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_api_gatewayv2_stage,"{stage_name,api_id,api_gateway_managed,auto_deploy,client_certificate_id,created_date,deployment_id,default_route_data_trace_enabled,default_route_detailed_metrics_enabled,default_route_logging_level,default_route_throttling_burst_limit,default_route_throttling_rate_limit,last_deployment_status_message,last_updated_date,description,access_log_settings,stage_variables,route_settings,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssm_inventory,"{id,type_name,filter_key,filter_value,component_attribute_key,component_attribute_value,application_attribute_key,application_attribute_value,compliance_attribute_key,compliance_attribute_value,file_attribute_key,file_attribute_value,instance_detailed_information_attribute_key,instance_detailed_information_attribute_value,instance_information_attribute_key,instance_information_attribute_value,network_attribute_key,network_attribute_value,windows_registry_attribute_key,windows_registry_attribute_value,patch_compliance_attribute_key,patch_compliance_attribute_value,patch_summary_attribute_key,patch_summary_attribute_value,resource_group_attribute_key,resource_group_attribute_value,service_attribute_key,service_attribute_value,tag_attribute_key,tag_attribute_value,windows_role_attribute_key,windows_role_attribute_value,windows_update_attribute_key,windows_update_attribute_value,capture_time,schema_version,content,schema,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3tables_namespace,"{namespace_id,namespace,created_at,created_by,owner_account_id,table_bucket_id,table_bucket_arn,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_milestone,"{milestone_name,milestone_number,recorded_at,workload_id,workload,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wafregional_rule_group,"{name,arn,rule_group_id,metric_name,activated_rules,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_route53_record,"{name,zone_id,type,alias_target,failover,geo_location,health_check_id,multi_value_answer,latency_region,records,set_identifier,ttl,traffic_policy_instance_id,weight,cidr_routing_config,geo_proximity_location,resource_records,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_backup_report_plan,"{arn,report_plan_name,description,creation_time,deployment_status,last_attempted_execution_time,last_successful_execution_time,report_delivery_channel,report_setting,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_glue_data_quality_ruleset,"{name,database_name,table_name,created_on,description,last_modified_on,recommendation_run_id,rule_count,rule_set,target_table,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_lens,"{lens_name,lens_alias,arn,created_at,updated_at,description,lens_status,lens_type,lens_version,owner,share_invitation_id,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_metric_statistic_data_point,"{label,period,dimensions,title,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_mskconnect_connector,"{connector_name,connector_name_prefix,arn,connector_description,connector_state,creation_time,current_version,kafka_connect_version,service_execution_role_arn,capacity,kafka_cluster,kafka_cluster_client_authentication,kafka_cluster_encryption_in_transit,log_delivery,plugins,worker_configuration,connector_configuration,state_description,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_guardduty_member,"{member_account_id,detector_id,master_id,email,invited_at,relationship_status,administrator_id,updated_at,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_pinpoint_app,"{id,name,arn,last_modified_date,campaign_hook,limits,quiet_time,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_account_monthly,"{linked_account_id,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssm_service_setting,"{setting_id,arn,setting_value,status,last_modified_date,last_modified_user,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_securityhub_action_target,"{name,arn,description,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3tables_table,"{name,arn,created_at,modified_at,created_by,modified_by,namespace,namespace_id,table_bucket_id,table_bucket_arn,type,owner_account_id,version_token,metadata_location,format,warehouse_location,managed_by_service,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_resource_explorer_supported_resource_type,"{resource_type,service,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_instance,"{instance_id,arn,instance_type,instance_state,monitoring_state,disable_api_termination,ami_launch_index,architecture,boot_mode,current_instance_boot_mode,ipv6_address,capacity_reservation_id,capacity_reservation_specification,client_token,cpu_options_core_count,cpu_options_threads_per_core,ebs_optimized,ena_support,hypervisor,iam_instance_profile_arn,iam_instance_profile_id,image_id,instance_initiated_shutdown_behavior,instance_lifecycle,kernel_id,key_name,launch_time,outpost_arn,placement_affinity,placement_availability_zone,placement_group_id,placement_group_name,placement_host_id,placement_host_resource_group_arn,placement_partition_number,placement_tenancy,platform,platform_details,private_ip_address,private_dns_name,public_dns_name,public_ip_address,ram_disk_id,root_device_name,root_device_type,source_dest_check,spot_instance_request_id,sriov_net_support,state_code,state_transition_reason,state_transition_time,subnet_id,tpm_support,usage_operation,usage_operation_update_time,user_data,virtualization_type,vpc_id,block_device_mappings,elastic_gpu_associations,elastic_inference_accelerator_associations,enclave_options,hibernation_options,state_reason,launch_template_data,licenses,maintenance_options,metadata_options,network_interfaces,private_dns_name_options,product_codes,security_groups,instance_status,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssm_parameter,"{name,type,value,arn,data_type,key_id,last_modified_date,last_modified_user,version,selector,source_result,tier,policies,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_redis_metric_curr_connections_hourly,"{cache_cluster_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_auditmanager_framework,"{name,arn,id,type,created_at,created_by,compliance_type,controls_count,control_sets_count,control_sources,description,last_updated_at,last_updated_by,logo,control_sets,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_service_usage_type_daily,"{service,usage_type,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_servicecatalog_product,"{name,id,product_id,source_product_id,distributor,accept_language,full_text_search,has_default_path,owner,short_description,support_description,support_email,support_url,type,budgets,launch_paths,provisioning_artifacts,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_athena_workgroup,"{name,description,creation_time,state,additional_configuration,bytes_scanned_cutoff_per_query,customer_content_kms_key,enforce_workgroup_configuration,effective_engine_version,selected_engine_version,execution_role,publish_cloudwatch_metrics_enabled,requester_pays_enabled,s3_acl_option,encryption_option,result_configuration_kms_key,expected_bucket_owner,output_location,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_flow_log_event,"{log_group_name,log_stream_name,timestamp,version,interface_account_id,interface_id,src_addr,dst_addr,src_port,dst_port,protocol,packets,bytes,start,end,action,log_status,event_id,filter,ingestion_time,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_lens_share,"{lens_alias,lens_name,lens_arn,share_id,shared_with,status,status_message,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_forecast_monthly,"{period_start,period_end,mean_value,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_eventbridge_rule,"{name,arn,description,state,event_bus_name,created_by,role_arn,schedule_expression,managed_by,event_pattern,name_prefix,targets,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_quicksight_vpc_connection,"{name,vpc_connection_id,quicksight_account_id,arn,created_time,last_updated_time,status,availability_status,role_arn,security_group_ids,dns_resolvers,network_interfaces,vpc_id,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iot_fleet_metric,"{metric_name,arn,index_name,description,creation_date,last_modified_date,aggregation_field,aggregation_type_name,period,query_string,query_version,unit,version,aggregation_type_values,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lambda_version,"{version,function_name,arn,package_type,signing_job_arn,target_arn,kms_key_arn,master_arn,state,code_sha_256,code_size,description,handler,last_modified,last_update_status,last_update_status_reason,last_update_status_reason_code,memory_size,revision_id,runtime,timeout,vpc_id,role,signing_profile_version_arn,state_reason,state_reason_code,ephemeral_storage_size,environment_variables,runtime_version_config,environment_error,logging_config,policy,policy_std,vpc_security_group_ids,vpc_subnet_ids,architectures,dead_letter_config,file_system_configs,image_config_response,layers,snap_start,tracing_config,code,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sagemaker_notebook_instance,"{name,arn,creation_time,default_code_repository,direct_internet_access,failure_reason,instance_type,kms_key_id,last_modified_time,network_interface_id,notebook_instance_lifecycle_config_name,notebook_instance_status,role_arn,root_access,subnet_id,url,platform_identifier,volume_size_in_gb,accelerator_types,additional_code_repositories,security_groups,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudtrail_query,"{query_id,event_data_store_arn,creation_time,delivery_s3_uri,delivery_status,error_message,query_status,bytes_scanned,events_matched,events_scanned,execution_time_in_millis,query_string,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_write_iops,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_network_interface,"{network_interface_id,status,interface_type,description,availability_zone,owner_id,deny_all_igw_traffic,ipv6_native,ipv6_address,association_allocation_id,association_carrier_ip,association_customer_owned_ip,association_id,association_ip_owner_id,association_public_dns_name,association_public_ip,attached_instance_id,attached_instance_owner_id,attachment_id,attachment_status,attachment_time,delete_on_instance_termination,device_index,mac_address,outpost_arn,private_dns_name,private_ip_address,requester_id,requester_managed,source_dest_check,subnet_id,vpc_id,groups,ipv6_addresses,private_ip_addresses,connection_tracking_configuration,ipv6_prefixes,ipv4_prefixes,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_instance_type,"{instance_type,instance_type_pattern,auto_recovery_supported,bare_metal,burstable_performance_supported,current_generation,dedicated_hosts_supported,free_tier_eligible,nitro_enclaves_support,nitro_tpm_support,hibernation_supported,hypervisor,instance_storage_supported,ebs_info,location_type,memory_info,network_info,placement_group_info,processor_info,supported_root_device_types,supported_usage_classes,supported_virtualization_types,v_cpu_info,gpu_info,fpga_info,inference_accelerator_info,instance_storage_info,media_accelerator_info,neuron_info,nitro_tpm_info,supported_boot_modes,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_route53_traffic_policy,"{name,id,type,version,comment,document,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rolesanywhere_trust_anchor,"{trust_anchor_id,arn,name,updated_at,created_at,enabled,source_type,source_data,notification_settings,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_config_conformance_pack,"{name,arn,conformance_pack_id,created_by,delivery_s3_bucket,delivery_s3_key_prefix,last_update_requested_time,input_parameters,template_ssm_document_details,akas,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecs_cluster_metric_cpu_utilization_daily,"{cluster_name,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elastic_beanstalk_application,"{name,arn,description,date_created,date_updated,configuration_templates,versions,resource_lifecycle_config,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_identitystore_group_membership,"{membership_id,identity_store_id,group_id,member_id,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_verified_access_endpoint,"{verified_access_endpoint_id,verified_access_group_id,verified_access_instance_id,creation_time,status_code,application_domain,attachment_type,deletion_time,description,device_validation_domain,domain_certificate_arn,endpoint_domain,endpoint_type,last_updated_time,load_balancer_options,network_interface_options,status,tags_src,title,tags,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_glue_job,"{name,arn,created_on,description,glue_version,last_modified_on,log_uri,max_capacity,max_retries,number_of_workers,role,execution_class,security_configuration,timeout,worker_type,command,connections,default_arguments,execution_property,code_gen_configuration_nodes,source_control_details,job_bookmark,non_overridable_arguments,notification_property,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_fsx_file_system,"{file_system_id,arn,file_system_type,lifecycle,creation_time,dns_name,file_system_type_version,kms_key_id,owner_id,storage_capacity,storage_type,vpc_id,administrative_actions,failure_details,lustre_configuration,network_interface_ids,ontap_configuration,open_zfs_configuration,subnet_ids,tags_src,windows_configuration,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssm_patch_baseline,"{name,baseline_id,description,operating_system,created_date,modified_date,approved_patches_compliance_level,approved_patches_enable_non_security,approval_rules,approved_patches,global_filters,patch_groups,rejected_patches_action,rejected_patches,sources,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_account_summary,"{access_keys_per_user_quota,account_access_keys_present,account_mfa_enabled,account_password_present,account_signing_certificates_present,assume_role_policy_size_quota,attached_policies_per_group_quota,attached_policies_per_role_quota,attached_policies_per_user_quota,global_endpoint_token_version,group_policy_size_quota,groups,groups_per_user_quota,groups_quota,instance_profiles,instance_profiles_quota,mfa_devices,mfa_devices_in_use,policies,policies_quota,policy_size_quota,policy_versions_in_use,policy_versions_in_use_quota,providers,role_policy_size_quota,roles,roles_quota,server_certificates,server_certificates_quota,signing_certificates_per_user_quota,user_policy_size_quota,users,users_quota,versions_per_policy_quota,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_neptune_db_cluster,"{db_cluster_identifier,arn,status,cluster_create_time,allocated_storage,automatic_restart_time,backup_retention_period,clone_group_id,storage_type,global_cluster_identifier,io_optimized_next_allowed_modification_time,copy_tags_to_snapshot,cross_account_clone,db_cluster_parameter_group,db_subnet_group,database_name,db_cluster_resource_id,deletion_protection,earliest_restorable_time,endpoint,engine,engine_version,hosted_zone_id,iam_database_authentication_enabled,kms_key_id,latest_restorable_time,multi_az,percent_progress,port,preferred_backup_window,preferred_maintenance_window,reader_endpoint,storage_encrypted,associated_roles,pending_modified_values,serverless_v2_scaling_configuration,availability_zones,db_cluster_members,enabled_cloudwatch_logs_exports,read_replica_identifiers,vpc_security_groups,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_redshiftserverless_namespace,"{namespace_name,namespace_id,namespace_arn,admin_password_secret_arn,admin_password_secret_kms_key_id,status,admin_username,creation_date,db_name,default_iam_role_arn,kms_key_id,iam_roles,log_exports,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_waf_web_acl,"{name,arn,web_acl_id,default_action,metric_name,logging_configuration,rules,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_lens_review,"{lens_name,lens_arn,lens_alias,workload_id,lens_status,lens_version,milestone_number,notes,updated_at,pillar_review_summaries,risk_counts,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_ssl_policy,"{name,ciphers,ssl_protocols,supported_load_balancer_types,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssm_document_permission,"{document_name,shared_account_id,shared_document_version,account_ids,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dynamodb_global_table,"{global_table_name,global_table_arn,global_table_status,creation_date_time,replication_group,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_replication_group,"{replication_group_id,arn,description,at_rest_encryption_enabled,kms_key_id,auto_minor_version_upgrade,ip_discovery,network_type,cluster_mode,data_tiering,transit_encryption_mode,replication_group_create_time,auth_token_enabled,auth_token_last_modified_date,automatic_failover,cache_node_type,cluster_enabled,multi_az,snapshot_retention_limit,snapshot_window,snapshotting_cluster_id,status,transit_encryption_enabled,configuration_endpoint,global_replication_group_info,log_delivery_configurations,member_clusters,member_clusters_outpost_arns,node_groups,pending_modified_values,user_group_ids,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lakeformation_resource,"{resource_arn,role_arn,hybrid_access_enabled,last_modified,with_federation,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_launch_configuration,"{name,launch_configuration_arn,created_time,image_id,instance_type,associate_public_ip_address,kernel_id,key_name,ramdisk_id,ebs_optimized,classic_link_vpc_id,spot_price,user_data,placement_tenancy,iam_instance_profile,instance_monitoring_enabled,metadata_options_http_endpoint,metadata_options_put_response_hop_limit,metadata_options_http_tokens,block_device_mappings,classic_link_vpc_security_groups,security_groups,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ebs_snapshot,"{snapshot_id,arn,state,volume_size,volume_id,full_snapshot_size_in_bytes,encrypted,start_time,restore_expiry_time,description,outpost_arn,storage_tier,kms_key_id,data_encryption_key_id,progress,state_message,owner_alias,owner_id,create_volume_permissions,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_networkfirewall_firewall_policy,"{name,arn,firewall_policy_id,consumed_stateful_rule_capacity,consumed_stateless_rule_capacity,description,firewall_policy_status,last_modified_time,number_of_associations,encryption_configuration,firewall_policy,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_nat_gateway_metric_bytes_out_to_destination,"{nat_gateway_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_read_iops,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_inspector_assessment_template,"{name,arn,assessment_run_count,assessment_target_arn,created_at,duration_in_seconds,last_assessment_run_arn,rules_package_arns,user_attributes_for_findings,tags_src,event_subscriptions,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_glue_dev_endpoint,"{endpoint_name,arn,status,availability_zone,created_timestamp,extra_jars_s3_path,extra_python_libs_s3_path,failure_reason,glue_version,last_modified_timestamp,last_update_status,number_of_nodes,number_of_workers,private_address,public_address,public_key,role_arn,security_configuration,subnet_id,vpc_id,worker_type,yarn_endpoint_address,zeppelin_remote_spark_interpreter_port,public_keys,security_group_ids,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codedeploy_app,"{application_id,application_name,arn,compute_platform,create_time,github_account_name,linked_to_github,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_share_invitation,"{lens_arn,lens_name,permission_type,share_invitation_id,share_resource_type,shared_by,shared_with,workload_name,workload_id,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudtrail_lookup_event,"{event_id,event_name,event_source,read_only,access_key_id,event_time,end_time,start_time,resource_name,resource_type,username,resources,cloud_trail_event,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_route53_resolver_rule,"{name,id,arn,status,creator_request_id,domain_name,owner_id,resolver_endpoint_id,rule_type,share_status,status_message,creation_time,modification_time,resolver_rule_associations,target_ips,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_service_discovery_namespace,"{name,id,arn,create_date,description,service_count,type,dns_properties,http_properties,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_peering_connection,"{id,status_code,accepter_cidr_block,accepter_owner_id,accepter_region,accepter_vpc_id,expiration_time,requester_cidr_block,requester_owner_id,requester_region,requester_vpc_id,status_message,accepter_cidr_block_set,accepter_ipv6_cidr_block_set,accepter_peering_options,requester_cidr_block_set,requester_ipv6_cidr_block_set,requester_peering_options,tags_src,title,tags,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lightsail_bucket,"{name,arn,created_at,state_code,state_message,able_to_update_bundle,bundle_id,object_versioning,resource_type,support_code,url,location,readonly_access_accounts,access_log_config,access_rules,resources_receiving_access,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_dhcp_options,"{dhcp_options_id,owner_id,domain_name,domain_name_servers,netbios_name_servers,netbios_node_type,ntp_servers,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_emr_instance_fleet,"{name,id,arn,cluster_id,instance_fleet_type,state,provisioned_on_demand_capacity,provisioned_spot_capacity,target_on_demand_capacity,target_spot_capacity,instance_type_specifications,launch_specifications,resize_specifications,state_change_reason,status_timeline,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_option_group,"{name,arn,description,allows_vpc_and_non_vpc_instance_memberships,engine_name,major_engine_version,source_account_id,source_option_group,vpc_id,options,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_automated_backup,"{db_instance_identifier,arn,db_instance_arn,status,allocated_storage,availability_zone,backup_retention_period,backup_target,dbi_resource_id,encrypted,engine,engine_version,iam_database_authentication_enabled,instance_create_time,iops,kms_key_id,aws_backup_recovery_point_arn,dedicated_log_volume,multi_tenant,license_model,master_username,option_group_name,port,storage_throughput,storage_type,tde_credential_arn,timezone,vpc_id,db_instance_automated_backups_replications,restore_window,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_emr_instance,"{id,cluster_id,ec2_instance_id,state,instance_fleet_id,instance_group_id,instance_type,market,private_dns_name,private_ip_address,public_dns_name,public_ip_address,ebs_volumes,state_change_reason,status_timeline,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_quicksight_account_setting,"{account_name,quicksight_account_id,edition,default_namespace,notification_email,termination_protection_enabled,public_sharing_enabled,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_config_configuration_recorder,"{name,arn,recording_mode,recording_group,role_arn,status_recording,status,akas,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_bedrock_imported_model,"{model_name,arn,creation_time,instruct_supported,model_architecture,job_arn,job_name,model_data_source,model_kms_key_arn,custom_model_units,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_redis_metric_engine_cpu_utilization_daily,"{cache_cluster_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssm_document,"{display_name,name,arn,approved_version,attachments_information,author,created_date,default_version,description,document_format,document_type,document_version,hash,hash_type,latest_version,owner_type,owner,parameters,category,category_enum,pending_review_version,platform_types,requires,review_information,review_status,schema_version,sha1,status,status_information,tags_src,target_type,version_name,akas,tags,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
